,model,prompt_method,prompt_short,sample_size,target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
2264,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.3,3.3,6.22e+20,76670000000000.0,4.0
2265,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.981,187.0,2.37,3.3,1.03e+20,12670000000000.0,6.0
2266,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.279,30.0,2.26,3.3,6.11e+20,75330000000000.0,4.0
2267,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.529,30.0,2.41,3.3,6.51e+20,80330000000000.0,5.5
2268,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.27,30.0,2.27,3.3,6.13e+20,75670000000000.0,4.0
2269,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.661,279.0,1.57,3.3,4.56e+19,5625000000000.0,4.5
2270,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,10.0,500.0,150.0,3.0,3.5e+21,300000000000000.0,35.0
2271,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.551,30.0,2.34,3.3,6.32e+20,78000000000000.0,4.8
2272,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.677,279.0,2.35,3.3,6.83e+19,8420000000000.0,5.0
2273,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.641,187.0,2.43,3.3,1.05e+20,13000000000000.0,6.5
2274,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.584,30.0,2.43,3.3,6.57e+20,81000000000000.0,5.5
2275,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.573,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
2276,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.489,279.0,1.589,3.3,4.618e+19,5697000000000.0,4.2
2277,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.782,30.0,2.412,3.3,6.519e+20,80400000000000.0,6.5
2278,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.321,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.7
2279,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.658,187.0,2.401,3.3,1.041e+20,12840000000000.0,5.9
2280,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.934,279.0,2.358,3.3,6.853e+19,8452000000000.0,5.2
2281,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.401,30.0,2.361,3.3,6.381e+20,78700000000000.0,4.9
2282,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.712,30.0,2.422,3.3,6.545e+20,80720000000000.0,6.7
2283,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.528,463.0,2.417,3.3,4.233e+19,5221000000000.0,4.6
2284,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.287,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.1
2285,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,105.632,2.415,3.395e+21,222400000000000.0,39.8
2286,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.3
2287,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,142.0,2.349,3.3,1.342e+20,16550000000000.0,5.7
2288,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.459,30.0,2.378,3.3,6.428e+20,79270000000000.0,5.0
2289,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.736,279.0,2.341,3.3,6.804e+19,8391000000000.0,5.1
2290,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.395,3.3,6.472e+20,79820000000000.0,6.0
2291,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.384,30.0,2.344,3.3,6.334e+20,78120000000000.0,4.8
2292,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.967,279.0,2.367,3.3,6.879e+19,8485000000000.0,5.5
2293,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.2
2294,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.798,30.0,2.417,3.3,6.532e+20,80560000000000.0,6.6
2295,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.275,30.0,2.311,3.3,6.245e+20,77020000000000.0,4.3
2296,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,279.0,1.583,3.3,4.601e+19,5674000000000.0,4.7
2297,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.411,30.0,2.359,3.3,6.375e+20,78630000000000.0,4.9
2298,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.843,30.0,2.435,3.3,6.582e+20,81180000000000.0,6.9
2299,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.5,1200.0,220.0,50.0,5.215e+18,183000000000000.0,18.5
2300,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.587,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
2301,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.2
2302,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.598,3.3,4.644e+19,5728000000000.0,4.9
2303,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,80.0,2.412,3.3,2.444e+20,30150000000000.0,5.1
2304,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,115.234,2.5,3.396e+21,242600000000000.0,41.2
2305,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.378,3.3,6.428e+20,79270000000000.0,6.1
2306,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.5
2307,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.526,30.0,2.352,3.3,6.357e+20,78400000000000.0,4.7
2308,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.311,3.3,6.245e+20,77020000000000.0,4.4
2309,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.655,279.0,1.587,3.3,4.612e+19,5688000000000.0,4.2
2310,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,142.0,2.371,3.3,1.354e+20,16710000000000.0,5.7
2311,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.734,30.0,2.427,3.3,6.56e+20,80910000000000.0,6.4
2312,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.513,463.0,2.415,3.3,4.229e+19,5216000000000.0,4.9
2313,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.279,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.1
2314,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.998,187.0,2.359,3.3,1.023e+20,12620000000000.0,6.3
2315,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.621,30.0,2.394,3.3,6.47e+20,79800000000000.0,5.9
2316,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.754,279.0,2.337,3.3,6.792e+19,8375000000000.0,5.2
2317,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.486,80.0,2.438,3.3,2.47e+20,30470000000000.0,5.3
2318,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.831,30.0,2.435,3.3,6.581e+20,81170000000000.0,6.7
2319,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.563,30.0,2.381,3.3,6.436e+20,79370000000000.0,5.6
2320,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,500.0,28.974,2.5,8.207e+20,57950000000000.0,29.5
2321,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,279.0,1.574,3.3,4.575e+19,5641000000000.0,4.7
2322,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.291,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.3
2323,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.572,30.0,2.402,3.3,6.492e+20,80070000000000.0,5.8
2324,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.816,30.0,2.441,3.3,6.597e+20,81360000000000.0,6.6
2325,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.361,3.3,6.382e+20,78710000000000.0,5.2
2326,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.586,3.3,4.609e+19,5685000000000.0,4.7
2327,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.412,30.0,2.342,3.3,6.329e+20,78060000000000.0,4.3
2328,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.895,187.0,2.397,3.3,1.039e+20,12820000000000.0,6.5
2329,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.276,30.0,2.318,3.3,6.265e+20,77270000000000.0,4.2
2330,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.631,463.0,2.411,3.3,4.222e+19,5207000000000.0,5.1
2331,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.768,30.0,2.429,3.3,6.565e+20,80970000000000.0,6.7
2332,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.502,80.0,2.387,3.3,2.42e+20,29840000000000.0,4.6
2333,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.689,279.0,1.592,3.3,4.627e+19,5707000000000.0,4.9
2334,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.943,142.0,2.376,3.3,1.357e+20,16740000000000.0,5.8
2335,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.315,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.1
2336,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.721,30.0,2.401,3.3,6.489e+20,80030000000000.0,6.3
2337,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.557,463.0,2.438,3.3,4.269e+19,5264000000000.0,5.0
2338,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.872,279.0,2.351,3.3,6.833e+19,8431000000000.0,5.7
2339,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.403,30.0,2.355,3.3,6.365e+20,78500000000000.0,4.4
2340,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.612,30.0,2.392,3.3,6.465e+20,79740000000000.0,5.9
2341,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.295,30.0,2.301,3.3,6.218e+20,76690000000000.0,4.0
2342,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.781,187.0,2.402,3.3,1.042e+20,12850000000000.0,6.1
2343,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.534,30.0,2.379,3.3,6.43e+20,79300000000000.0,4.7
2344,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.967,279.0,2.358,3.3,6.853e+19,8455000000000.0,6.4
2345,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,95.432,2.315,3.358e+21,200900000000000.0,38.6
2346,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.2,500.0,142.891,2.983,2.693e+21,285800000000000.0,34.2
2347,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,215.6,45.0,7.123e+18,179700000000000.0,18.5
2348,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.5,487.0,103.765,2.541,2.965e+21,218400000000000.0,39.8
2349,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,128.334,4.215,1.276e+21,256700000000000.0,59.3
2350,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.584,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
2351,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.5,475.0,95.2,2.35,3.215e+21,200400000000000.0,38.7
2352,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.2
2353,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,1.592,3.3,4.627e+19,5707000000000.0,5.2
2354,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,80.0,2.41,3.3,2.443e+20,30130000000000.0,4.7
2355,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,220.0,55.0,5.12e+18,183000000000000.0,18.5
2356,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.359,3.3,6.376e+20,78630000000000.0,6.0
2357,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.701,187.0,2.392,3.3,1.037e+20,12790000000000.0,6.5
2358,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.8,500.0,132.5,3.28,2.437e+21,265000000000000.0,35.2
2359,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.527,30.0,2.401,3.3,6.489e+20,80040000000000.0,4.9
2360,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.615,279.0,1.563,3.3,4.542e+19,5601000000000.0,4.1
2361,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.892,142.0,2.349,3.3,1.342e+20,16550000000000.0,5.8
2362,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.418,30.0,2.346,3.3,6.339e+20,78200000000000.0,4.6
2363,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,1.0,187.0,2.335,3.3,1.012e+20,12480000000000.0,6.7
2364,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.5,475.0,105.8,2.41,3.398e+21,222700000000000.0,40.8
2365,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.683,30.0,2.415,3.3,6.527e+20,80500000000000.0,6.5
2366,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.293,30.0,2.289,3.3,6.187e+20,76300000000000.0,4.3
2367,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.756,279.0,2.328,3.3,6.766e+19,8344000000000.0,5.7
2368,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.511,463.0,2.412,3.3,4.223e+19,5208000000000.0,4.9
2369,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.638,80.0,2.438,3.3,2.471e+20,30470000000000.0,5.3
2370,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,8.0,500.0,145.2,3.05,3.276e+21,290400000000000.0,37.5
2371,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,30.0,2.421,3.3,6.543e+20,80700000000000.0,6.4
2372,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.382,30.0,2.342,3.3,6.328e+20,78060000000000.0,4.5
2373,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.557,279.0,1.575,3.3,4.577e+19,5644000000000.0,4.2
2374,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.876,30.0,2.437,3.3,6.586e+20,81230000000000.0,7.0
2375,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.593,30.0,2.358,3.3,6.373e+20,78600000000000.0,5.8
2376,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.482,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.6
2377,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.769,279.0,2.341,3.3,6.803e+19,8390000000000.0,5.2
2378,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,1.0,475.0,90.558,2.222,3.41e+21,190600000000000.0,41.5
2379,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.273,30.0,2.305,3.3,6.229e+20,76830000000000.0,4.0
2380,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.506,80.0,2.423,3.3,2.455e+20,30280000000000.0,4.8
2381,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.663,187.0,2.38,3.3,1.032e+20,12730000000000.0,6.2
2382,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.597,30.0,2.402,3.3,6.491e+20,80060000000000.0,5.5
2383,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.54,30.0,2.338,3.3,6.318e+20,77930000000000.0,4.5
2384,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.723,279.0,2.362,3.3,6.864e+19,8466000000000.0,5.5
2385,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.301,30.0,2.305,3.3,6.229e+20,76820000000000.0,4.4
2386,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.626,30.0,2.425,3.3,6.553e+20,80820000000000.0,6.2
2387,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.584,463.0,2.404,3.3,4.21e+19,5192000000000.0,4.8
2388,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,1.0,500.0,28.512,2.448,8.404e+20,57020000000000.0,16.0
2389,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.981,279.0,2.362,3.3,6.866e+19,8467000000000.0,6.2
2390,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.279,30.0,2.257,3.3,6.1e+20,75240000000000.0,4.0
2391,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.529,30.0,2.413,3.3,6.522e+20,80440000000000.0,5.5
2392,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.27,30.0,2.265,3.3,6.122e+20,75500000000000.0,4.0
2393,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.661,279.0,1.573,3.3,4.571e+19,5637000000000.0,4.5
2394,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.551,30.0,2.341,3.3,6.327e+20,78030000000000.0,4.8
2395,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.677,279.0,2.355,3.3,6.844e+19,8440000000000.0,5.0
2396,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.641,187.0,2.431,3.3,1.054e+20,13000000000000.0,6.8
2397,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,4.0,475.0,110.322,2.428,3.479e+21,232300000000000.0,41.4
2398,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.264,30.0,2.312,3.3,6.248e+20,77060000000000.0,4.0
2399,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.633,187.0,2.439,3.3,1.058e+20,13040000000000.0,6.2
2400,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.483,30.0,2.372,3.3,6.411e+20,79070000000000.0,4.7
2401,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.715,279.0,1.588,3.3,4.615e+19,5692000000000.0,4.9
2402,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,102.156,2.385,3.392e+21,215100000000000.0,39.8
2403,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.392,30.0,2.346,3.3,6.34e+20,78200000000000.0,4.2
2404,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.628,187.0,2.418,3.3,1.049e+20,12930000000000.0,6.5
2405,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.6,500.0,129.834,4.201,1.163e+21,259700000000000.0,58.3
2406,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.891,279.0,2.351,3.3,6.832e+19,8425000000000.0,5.8
2407,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.537,30.0,2.382,3.3,6.438e+20,79400000000000.0,4.6
2408,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.749,30.0,2.435,3.3,6.582e+20,81180000000000.0,6.7
2409,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.5,475.0,95.724,2.314,3.361e+21,201500000000000.0,38.9
2410,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.309,30.0,2.328,3.3,6.292e+20,77590000000000.0,4.3
2411,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.688,463.0,2.412,3.3,4.224e+19,5209000000000.0,5.2
2412,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.562,80.0,2.437,3.3,2.47e+20,30460000000000.0,5.1
2413,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.783,30.0,2.403,3.3,6.494e+20,80090000000000.0,6.1
2414,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polypropylene,0.9,500.0,159.3,4.891,1.182e+21,318600000000000.0,83.2
2415,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.416,30.0,2.359,3.3,6.376e+20,78640000000000.0,4.5
2416,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,1.023,187.0,2.371,3.3,1.028e+20,12680000000000.0,5.9
2417,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.294,30.0,2.319,3.3,6.268e+20,77300000000000.0,4.1
2418,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,2.9,475.0,87.291,2.276,3.141e+21,183800000000000.0,36.7
2419,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.672,279.0,1.583,3.3,4.601e+19,5675000000000.0,4.7
2420,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.521,30.0,2.394,3.3,6.47e+20,79800000000000.0,5.3
2421,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.836,30.0,2.442,3.3,6.6e+20,81390000000000.0,6.9
2422,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,polystyrene,0.4,500.0,118.938,3.872,1.392e+21,237900000000000.0,52.6
2423,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.457,30.0,2.361,3.3,6.382e+20,78710000000000.0,4.4
2424,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.703,279.0,2.343,3.3,6.809e+19,8397000000000.0,5.6
2425,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.385,3.3,6.446e+20,79500000000000.0,5.8
2426,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.729,279.0,1.589,3.3,4.618e+19,5696000000000.0,4.2
2427,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.492,30.0,2.362,3.3,6.384e+20,78730000000000.0,4.7
2428,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,3.8,475.0,98.756,2.39,3.252e+21,207900000000000.0,38.9
2429,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.685,187.0,2.398,3.3,1.04e+20,12830000000000.0,6.5
2430,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.372,30.0,2.329,3.3,6.295e+20,77630000000000.0,4.9
2431,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.815,279.0,2.351,3.3,6.833e+19,8429000000000.0,5.8
2432,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.557,80.0,2.412,3.3,2.445e+20,30150000000000.0,5.2
2433,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.698,30.0,2.405,3.3,6.5e+20,80170000000000.0,6.5
2434,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,aluminium,4.2,1200.0,220.0,52.0,5.123e+18,183000000000000.0,14.5
2435,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.289,30.0,2.318,3.3,6.265e+20,77270000000000.0,4.2
2436,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.761,463.0,2.409,3.3,4.219e+19,5204000000000.0,5.1
2437,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.605,30.0,2.378,3.3,6.428e+20,79270000000000.0,5.9
2438,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,7.5,500.0,145.231,3.12,2.945e+21,290500000000000.0,35.2
2439,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.532,30.0,2.351,3.3,6.354e+20,78370000000000.0,4.6
2440,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.893,279.0,2.358,3.3,6.854e+19,8453000000000.0,5.7
2441,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.416,30.0,2.342,3.3,6.329e+20,78060000000000.0,4.8
2442,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.675,187.0,2.371,3.3,1.028e+20,12680000000000.0,6.1
2443,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.778,30.0,2.417,3.3,6.532e+20,80560000000000.0,6.7
2444,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.309,30.0,2.301,3.3,6.219e+20,76700000000000.0,4.3
2445,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.622,279.0,1.576,3.3,4.579e+19,5647000000000.0,4.7
2446,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.485,80.0,2.387,3.3,2.42e+20,29840000000000.0,4.9
2447,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,gold,5.2,500.0,132.456,2.83,2.612e+21,264900000000000.0,32.8
2448,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.703,30.0,2.398,3.3,6.481e+20,79940000000000.0,6.3
2449,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.541,30.0,2.359,3.3,6.376e+20,78630000000000.0,5.1
2450,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.583,30.0,2.389,3.3,6.457e+20,79630000000000.0,5.8
2451,claude-3-5-sonnet-20240620,self_consistency,sc,rs_size_150,plastic,0.762,279.0,1.598,3.3,4.644e+19,5728000000000.0,4.2
